attack_folder,ids_sequence
18_EspionageCampaign,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1087.001, T1049, T1134, T1071.001, T1566.002, T1059.001, T1547.001, T1113, T1005, T1106, T1074.001, T1562.001, T1059.003, T1112, T1562.009, T1112, T1112, T1112, T1112, T1490"
190,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1087.001, T1018, T1057, T1083, T1071.001, T1566.002, T1059.003, T1053.005, T1059.001, T1005, T1106, T1074.001, T1113, T1112, T1134, T1059.001, T1562.001, T1059.003, T1562.009, T1562.001, T1112, T1490, T1112"
191,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1049, T1018, T1071.001, T1204.002, T1059.003, T1053.005, T1113, T1059.001, T1005, T1106, T1074.001, T1134, T1059.003, T1490, T1112, T1059.001, T1562.001, T1112, T1562.001, T1112, T1562.009"
192,"T1071.001, T1566.002, T1204.002, T1071.001, T1049, T1018, T1059.001, T1059.003, T1069.002, T1071.001, T1204.002, T1547.001, T1113, T1005, T1106, T1074.001, T1071.001, T1134, T1059.003, T1490, T1112, T1548.002, T1059.003, T1059.001, T1059.001, T1204.002, T1074.001, T1071.001, T1074.001, T1566.002, T1071.001, T1059.001, T1562.001, T1112, T1562.001, T1112, T1562.009"
193,"T1071.001, T1566.002, T1204.002, T1071.001, T1049, T1018, T1059.003, T1069.001, T1071.001, T1204.002, T1059.001, T1547.001, T1113, T1005, T1106, T1074.001, T1134, T1059.003, T1490, T1112, T1059.001, T1562.001, T1112, T1562.001, T1112, T1562.009"
194,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1049, T1018, T1071.001, T1204.002, T1059.001, T1547.001, T1113, T1005, T1106, T1074.001, T1548.002, T1071.001, T1059.003, T1490, T1562.001, T1112, T1059.001, T1071.001, T1204.002, T1204.002, T1113, T1059.001, T1562.001, T1562.001, T1112, T1562.009"
195,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1049, T1018, T1071.001, T1071.001, T1059.003, T1204.002, T1053.005, T1113, T1059.001, T1005, T1106, T1074.001, T1134, T1059.003, T1490, T1112, T1059.001, T1562.001, T1112, T1562.001, T1112, T1562.009"
196,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1057, T1071.001, T1566.002, T1547.001, T1113, T1106, T1074.001, T1005, T1071.001, T1134, T1059.003, T1562.009, T1112, T1112, T1112, T1059.001, T1562.001, T1562.001, T1112, T1562.001"
197,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1057, T1071.001, T1566.002, T1547.001, T1113, T1106, T1560, T1005, T1134, T1059.003, T1562.009, T1112, T1112, T1112, T1562.001, T1562.001, T1112, T1059.001, T1562.001"
198,"T1071.001, T1566.002, T1204.002, T1071.001, T1040, T1059.001, T1057, T1071.001, T1134, T1204.002, T1059.001, T1547.001, T1113, T1106, T1074.001, T1005, T1059.003, T1112, T1112, T1112, T1112, T1112, T1112, T1562.001, T1562.001"
199,"T1071.001, T1566.002, T1204.002, T1071.001, T1040, T1059.001, T1057, T1071.001, T1204.002, T1547.004, T1113, T1106, T1560, T1071.001, T1548.002, T1071.001, T1059.003, T1112, T1112, T1112, T1112, T1112, T1562.001, T1059.001, T1562.001"
19_SSHBinFmt-Elevate,"T1071.001, T1204.002, T1071.001, T1083, T1087.001, T1049, T1057, T1134, T1059.001, T1547.001, T1113, T1005, T1106, T1074.001, T1562.001, T1059.003, T1112, T1562.009, T1112, T1112, T1112, T1112, T1490"
1_AA23-341A,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1018, T1087.001, T1040, T1049, T1071.001, T1566.002, T1059.001, T1547.004, T1113, T1005, T1106, T1074.001, T1134, T1059.001, T1562.001, T1059.003, T1112, T1112, T1112, T1490, T1112, T1562.009"
200,"T1071.001, T1204.002, T1071.001, T1040, T1059.001, T1057, T1547.004, T1113, T1106, T1074.001, T1134, T1059.003, T1562.009, T1112, T1112, T1562.001, T1562.001, T1112, T1059.001, T1562.001"
201,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1071.001, T1204.002, T1059.003, T1547.001, T1106, T1074.001, T1005, T1071.001, T1134, T1059.003, T1112, T1059.001, T1562.001, T1562.001, T1112, T1112, T1112, T1112"
202,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1057, T1087.001, T1059.001, T1135, T1083, T1071.001, T1566.002, T1547.004, T1106, T1074.001, T1113, T1005, T1071.001, T1134, T1059.003, T1112, T1562.001, T1059.001, T1562.001, T1112, T1112, T1112, T1112"
203,"T1071.001, T1566.002, T1204.002, T1071.001, T1057, T1087.001, T1059.001, T1135, T1083, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1113, T1005, T1548.002, T1204.002, T1071.001, T1059.003, T1112, T1059.001, T1562.001, T1562.001, T1112, T1112, T1112, T1112"
204,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1087.002, T1059.001, T1135, T1083, T1071.001, T1566.002, T1547.001, T1106, T1560, T1113, T1005, T1134, T1059.003, T1112, T1059.001, T1562.001, T1562.001, T1112, T1112, T1112, T1112"
205,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1057, T1087.001, T1059.001, T1135, T1083, T1071.001, T1566.002, T1059.003, T1547.001, T1106, T1074.001, T1113, T1005, T1134, T1059.003, T1112, T1059.001, T1562.001, T1562.001, T1112, T1112, T1112, T1112"
206,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1040, T1059.001, T1057, T1069.002, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1113, T1005, T1134, T1059.003, T1112, T1490, T1112, T1112, T1562.001, T1562.001, T1112"
207,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1057, T1069.002, T1071.001, T1204.002, T1547.001, T1106, T1560, T1113, T1005, T1134, T1059.003, T1112, T1490, T1112, T1112, T1562.001, T1059.001, T1562.001, T1112"
208,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1083, T1083, T1059.001, T1057, T1071.001, T1566.002, T1547.001, T1106, T1560, T1113, T1005, T1134, T1059.003, T1112, T1490, T1112, T1112, T1562.001, T1562.001, T1112"
209,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1040, T1059.001, T1057, T1059.003, T1069.002, T1071.001, T1059.001, T1059.001, T1204.002, T1547.004, T1106, T1074.001, T1113, T1005, T1134, T1059.003, T1112, T1490, T1112, T1112, T1562.001, T1059.001, T1562.001, T1112"
20_Crambus,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1083, T1049, T1040, T1059.001, T1071.001, T1566.002, T1547.001, T1113, T1005, T1106, T1074.001, T1134, T1059.001, T1562.001, T1059.003, T1112, T1562.009, T1112, T1112, T1112, T1112, T1490"
210,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1040, T1059.001, T1057, T1113, T1071.001, T1059.003, T1069.002, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1113, T1005, T1071.001, T1134, T1059.003, T1112, T1490, T1112, T1112, T1562.001, T1562.001, T1112"
211,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1083, T1134, T1059.003, T1547.001, T1005, T1113, T1106, T1074.001, T1490, T1112, T1562.001, T1112, T1112, T1112, T1112, T1112"
212,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1071.001, T1059.003, T1566.002, T1547.001, T1059.001, T1005, T1113, T1106, T1560, T1134, T1059.001, T1562.001, T1059.003, T1562.001, T1112, T1562.001, T1112, T1562.009"
213,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1082, T1083, T1071.001, T1566.002, T1547.004, T1005, T1113, T1106, T1560, T1134, T1059.001, T1562.001, T1059.003, T1490, T1112, T1562.001, T1112, T1112, T1112"
214,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1083, T1018, T1134, T1071.001, T1566.002, T1059.001, T1547.001, T1005, T1113, T1106, T1074.001, T1562.001, T1059.003, T1490, T1112, T1562.001, T1112, T1112, T1112, T1112"
215,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1134, T1071.001, T1566.002, T1059.001, T1547.004, T1005, T1113, T1106, T1074.001, T1562.001, T1059.003, T1490, T1112, T1562.001, T1112, T1112, T1112"
216,"T1071.001, T1566.002, T1204.002, T1071.001, T1057, T1059.001, T1082, T1059.003, T1018, T1071.001, T1566.002, T1053.005, T1005, T1106, T1074.001, T1113, T1548.002, T1204.002, T1071.001, T1059.003, T1112, T1490, T1112, T1112, T1562.009, T1112, T1562.001"
217,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1040, T1018, T1057, T1059.003, T1018, T1049, T1071.001, T1566.002, T1547.001, T1059.001, T1005, T1106, T1074.001, T1113, T1071.001, T1134, T1059.003, T1112, T1112, T1562.001, T1562.009, T1059.001, T1562.001, T1562.001"
218,"T1071.001, T1566.002, T1204.002, T1071.001, T1057, T1059.001, T1082, T1059.003, T1018, T1071.001, T1566.002, T1547.001, T1005, T1106, T1074.001, T1113, T1134, T1059.003, T1112, T1490, T1112, T1112, T1562.001, T1562.009, T1112, T1562.001"
219,"T1071.001, T1566.002, T1204.002, T1071.001, T1057, T1059.001, T1082, T1059.003, T1018, T1134, T1059.001, T1071.001, T1204.002, T1547.001, T1005, T1106, T1074.001, T1059.003, T1112, T1490, T1112, T1112, T1562.001, T1562.009, T1112, T1562.001"
21_IcedID,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1135, T1057, T1083, T1134, T1071.001, T1566.002, T1059.001, T1547.001, T1106, T1074.001, T1113, T1005, T1059.003, T1112, T1112, T1562.009, T1112, T1112, T1562.001, T1490, T1562.001"
220,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1057, T1071.001, T1566.002, T1547.004, T1005, T1106, T1560, T1113, T1134, T1059.003, T1112, T1490, T1112, T1112, T1059.001, T1562.001, T1562.009, T1112, T1562.001"
221,"T1071.001, T1566.002, T1204.002, T1071.001, T1049, T1057, T1071.001, T1204.002, T1059.003, T1053.005, T1059.001, T1113, T1106, T1074.001, T1005, T1071.001, T1134, T1059.003, T1112, T1112, T1562.001, T1112, T1059.003, T1059.001, T1059.001, T1562.001, T1562.001"
222,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1049, T1057, T1071.001, T1204.002, T1113, T1071.001, T1059.001, T1204.002, T1071.001, T1204.002, T1547.004, T1113, T1106, T1074.001, T1071.001, T1134, T1059.003, T1112, T1112, T1490, T1562.001, T1112, T1203, T1059.001, T1204.002, T1566.002, T1203, T1071.001, T1059.001, T1562.001, T1562.001"
223,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1018, T1018, T1071.001, T1204.002, T1547.001, T1113, T1059.001, T1106, T1560, T1548.002, T1071.001, T1059.003, T1112, T1112, T1490, T1562.001, T1112, T1059.001, T1059.001, T1562.001, T1562.001"
224,"T1071.001, T1566.002, T1204.002, T1071.001, T1049, T1057, T1071.001, T1204.002, T1059.003, T1547.001, T1113, T1059.001, T1106, T1074.001, T1005, T1134, T1059.003, T1112, T1112, T1490, T1562.001, T1112, T1059.001, T1562.001, T1562.001"
225,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1082, T1071.001, T1204.002, T1547.004, T1113, T1106, T1074.001, T1005, T1059.001, T1071.001, T1548.002, T1071.001, T1059.003, T1112, T1112, T1490, T1562.001, T1112, T1059.001, T1562.001, T1562.001"
226,"T1071.001, T1204.002, T1071.001, T1057, T1059.001, T1135, T1082, T1040, T1547.004, T1106, T1074.001, T1113, T1005, T1071.001, T1134, T1059.003, T1112, T1562.009, T1112, T1112, T1059.003, T1059.001, T1562.001, T1490, T1112"
227,"T1071.001, T1204.002, T1071.001, T1059.003, T1069.001, T1083, T1057, T1059.001, T1135, T1124, T1040, T1053.005, T1106, T1074.001, T1113, T1005, T1548.002, T1071.001, T1059.003, T1562.001, T1562.009, T1562.001, T1112, T1059.001, T1562.001, T1490"
228,"T1071.001, T1204.002, T1071.001, T1059.003, T1069.001, T1083, T1057, T1059.001, T1135, T1082, T1040, T1547.001, T1106, T1074.001, T1113, T1005, T1134, T1059.003, T1112, T1562.009, T1112, T1112, T1059.001, T1562.001, T1490, T1112"
229,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1069.001, T1057, T1059.001, T1082, T1106, T1074.001, T1113, T1005, T1134, T1059.003, T1112, T1562.009, T1112, T1059.001, T1562.001, T1490, T1112"
22_Clasiopa,"T1071.001, T1204.002, T1071.001, T1059.003, T1087.002, T1059.001, T1057, T1083, T1053.005, T1106, T1074.001, T1113, T1005, T1548.002, T1071.001, T1059.003, T1112, T1562.009, T1059.001, T1562.001, T1562.001, T1490, T1562.001"
230,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1069.001, T1059.001, T1082, T1071.001, T1105, T1547.001, T1106, T1074.001, T1113, T1005, T1134, T1059.003, T1112, T1562.009, T1112, T1112, T1059.001, T1562.001, T1490, T1112"
231,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1057, T1059.001, T1082, T1057, T1071.001, T1566.002, T1547.001, T1113, T1005, T1106, T1560, T1059.003, T1112, T1134, T1059.003, T1112, T1562.001, T1562.009, T1112, T1112, T1059.001, T1562.001, T1562.001"
232,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1018, T1059.001, T1135, T1082, T1057, T1071.001, T1204.002, T1547.001, T1106, T1074.001, T1113, T1005, T1204.002, T1548.002, T1071.001, T1059.003, T1112, T1112, T1059.001, T1562.001, T1112, T1112, T1562.001, T1490"
233,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1059.003, T1069.001, T1059.001, T1082, T1071.001, T1566.002, T1547.001, T1113, T1106, T1074.001, T1005, T1071.001, T1134, T1059.003, T1112, T1112, T1112, T1112, T1490, T1112, T1112, T1059.001, T1059.003, T1059.001, T1562.001"
234,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1018, T1059.001, T1082, T1071.001, T1204.002, T1547.004, T1005, T1106, T1074.001, T1113, T1134, T1059.003, T1112, T1059.001, T1562.001, T1112, T1562.001, T1112, T1562.009, T1490"
235,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.003, T1087.002, T1083, T1040, T1071.001, T1566.002, T1547.001, T1113, T1059.001, T1106, T1074.001, T1134, T1059.003, T1562.009, T1112, T1112, T1059.001, T1562.001, T1490, T1112, T1112, T1112"
236,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1059.003, T1018, T1071.001, T1204.002, T1053.005, T1059.001, T1005, T1113, T1106, T1560, T1059.001, T1566.002, T1059.001, T1059.001, T1071.001, T1134, T1059.001, T1106, T1113, T1071.001, T1566.002, T1071.001, T1548.002, T1071.001, T1071.001, T1059.001, T1562.001, T1112"
237,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1071.001, T1204.002, T1059.001, T1547.001, T1005, T1113, T1106, T1074.001, T1071.001, T1134, T1059.003, T1562.009, T1562.001, T1059.001, T1059.001, T1204.002, T1071.001, T1204.002, T1071.001, T1566.002, T1106, T1059.001, T1562.001, T1490, T1112, T1112, T1112, T1112, T1112"
238,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1071.001, T1059.003, T1566.002, T1547.001, T1059.001, T1106, T1074.001, T1113, T1134, T1059.001, T1562.001, T1059.003, T1112, T1112, T1562.009, T1562.001, T1112"
239,"T1071.001, T1566.002, T1204.002, T1071.001, T1113, T1059.001, T1106, T1074.001, T1134, T1059.003, T1112, T1112, T1562.009, T1112, T1112, T1490, T1112, T1112"
23_C0001,"T1071.001, T1566.002, T1204.002, T1071.001, T1087.001, T1059.001, T1124, T1057, T1057, T1071.001, T1566.002, T1547.001, T1106, T1560, T1113, T1005, T1134, T1059.003, T1112, T1112, T1562.009, T1112, T1112, T1562.001, T1490, T1059.001, T1562.001"
240,"T1071.001, T1566.002, T1204.002, T1071.001, T1566.002, T1071.001, T1059.003, T1071.001, T1566.002, T1547.001, T1059.001, T1106, T1074.001, T1113, T1005, T1134, T1059.003, T1562.009, T1112, T1112, T1112, T1112, T1112"
241,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1040, T1087.001, T1059.001, T1082, T1071.001, T1566.002, T1547.004, T1005, T1106, T1074.001, T1113, T1059.003, T1112, T1134, T1059.003, T1490, T1562.009, T1059.001, T1562.001, T1562.001, T1112, T1562.001"
242,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1083, T1057, T1071.001, T1566.002, T1059.003, T1547.001, T1059.001, T1005, T1106, T1074.001, T1113, T1134, T1059.003, T1112, T1490, T1562.009, T1059.001, T1562.001, T1112, T1112, T1112"
243,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1083, T1071.001, T1566.002, T1059.001, T1547.004, T1005, T1106, T1074.001, T1113, T1134, T1059.003, T1562.001, T1112, T1562.009, T1059.001, T1562.001, T1112, T1112, T1112, T1490"
244,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1018, T1069.001, T1059.001, T1057, T1071.001, T1204.002, T1547.001, T1113, T1005, T1106, T1074.001, T1059.003, T1548.002, T1071.001, T1059.003, T1562.009, T1562.001, T1112, T1562.001, T1112"
245,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1057, T1059.003, T1018, T1069.002, T1071.001, T1204.002, T1053.005, T1113, T1106, T1074.001, T1548.002, T1071.001, T1059.003, T1112, T1071.001, T1059.001, T1134, T1059.001, T1562.001, T1490, T1112, T1112, T1562.009, T1112"
246,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1059.003, T1069.002, T1071.001, T1566.002, T1547.001, T1005, T1113, T1106, T1074.001, T1204.002, T1543.003, T1548.002, T1071.001, T1059.003, T1112, T1112, T1112, T1112, T1562.009, T1112, T1112"
247,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1087.001, T1071.001, T1105, T1059.003, T1053.005, T1059.001, T1106, T1074.001, T1005, T1113, T1134, T1059.003, T1562.001, T1112, T1059.001, T1562.001, T1490, T1112, T1112, T1112"
248,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1071.001, T1204.002, T1547.004, T1106, T1074.001, T1113, T1005, T1548.002, T1071.001, T1059.003, T1112, T1562.009, T1490, T1112, T1112, T1112, T1562.001, T1112, T1562.001"
249,"T1071.001, T1566.002, T1204.002, T1071.001, T1087.001, T1059.003, T1069.001, T1071.001, T1566.002, T1547.001, T1059.001, T1005, T1106, T1074.001, T1113, T1071.001, T1134, T1059.003, T1562.001, T1112, T1112, T1562.001, T1562.009, T1112, T1112"
24_C0002,"T1071.001, T1566.002, T1204.002, T1071.001, T1087.001, T1083, T1083, T1071.001, T1204.002, T1204.002, T1059.001, T1547.004, T1106, T1074.001, T1113, T1134, T1059.003, T1112, T1112, T1562.009, T1112, T1112, T1059.001, T1562.001, T1562.001, T1112, T1562.001, T1112"
250,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1083, T1057, T1059.001, T1082, T1083, T1071.001, T1071.001, T1204.002, T1547.001, T1106, T1074.001, T1005, T1113, T1113, T1071.001, T1548.002, T1071.001, T1059.003, T1562.009, T1059.001, T1562.001, T1490, T1562.001, T1112, T1112, T1562.001"
25_C0004,"T1071.001, T1204.002, T1071.001, T1059.003, T1087.002, T1059.001, T1057, T1083, T1053.005, T1106, T1074.001, T1113, T1005, T1548.002, T1071.001, T1059.003, T1112, T1112, T1562.009, T1112, T1112, T1562.001, T1490, T1059.001, T1562.001"
26_C0005,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.003, T1018, T1059.001, T1082, T1018, T1071.001, T1566.002, T1547.004, T1106, T1074.001, T1113, T1005, T1134, T1059.001, T1562.001, T1059.003, T1112, T1112, T1562.009, T1562.001, T1562.001"
27_C0006,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1057, T1083, T1083, T1057, T1082, T1071.001, T1204.002, T1204.002, T1204.002, T1071.001, T1204.002, T1547.001, T1106, T1560, T1113, T1134, T1059.003, T1562.001, T1112, T1112, T1112, T1112, T1562.009, T1112, T1562.001, T1112"
28_C0007,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1057, T1018, T1049, T1087.001, T1057, T1059.003, T1018, T1082, T1040, T1134, T1059.003, T1547.001, T1106, T1560, T1113, T1005, T1562.001, T1112, T1112, T1112, T1562.009, T1059.001, T1562.001, T1562.001"
29_C0010,"T1071.001, T1204.002, T1071.001, T1059.003, T1018, T1059.001, T1082, T1018, T1547.004, T1106, T1074.001, T1113, T1005, T1548.002, T1071.001, T1059.001, T1562.001, T1059.003, T1112, T1112, T1112, T1562.009, T1562.001, T1562.001"
2_AA24-046A,"T1071.001, T1204.002, T1071.001, T1083, T1059.003, T1018, T1083, T1018, T1087.002, T1059.001, T1547.001, T1113, T1005, T1106, T1074.001, T1548.002, T1204.002, T1071.001, T1059.001, T1562.001, T1112, T1059.003, T1112, T1112, T1490, T1112, T1562.009"
30_C0011,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.003, T1018, T1059.001, T1082, T1018, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1113, T1005, T1548.002, T1204.002, T1071.001, T1059.003, T1562.001, T1112, T1112, T1112, T1562.009, T1071.001, T1566.002, T1071.001, T1059.001, T1071.001, T1005, T1071.001, T1566.002, T1203, T1203, T1059.001, T1562.001"
31_C0012,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1018, T1059.003, T1087.002, T1040, T1059.001, T1124, T1057, T1083, T1049, T1069.001, T1057, T1083, T1135, T1071.001, T1105, T1053.005, T1113, T1005, T1106, T1560, T1071.001, T1134, T1059.001, T1562.001, T1059.003, T1112, T1112, T1490, T1112, T1112"
32_C0013,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1059.001, T1135, T1057, T1059.003, T1071.001, T1204.002, T1547.001, T1005, T1113, T1106, T1074.001, T1134, T1059.003, T1490, T1562.009, T1112, T1112, T1562.001, T1112, T1112"
33_C0014,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1083, T1083, T1059.001, T1124, T1040, T1135, T1059.003, T1018, T1057, T1049, T1069.001, T1018, T1071.001, T1105, T1053.005, T1005, T1113, T1106, T1560, T1134, T1059.003, T1112, T1112, T1562.001, T1059.001, T1562.001, T1112, T1562.009, T1112, T1112, T1562.001, T1112"
34_C0015,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1135, T1018, T1124, T1057, T1083, T1057, T1083, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1005, T1113, T1059.003, T1112, T1134, T1059.001, T1562.001, T1059.003, T1562.001, T1112, T1562.001, T1112, T1562.009"
35_C0016,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1069.002, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1113, T1005, T1059.003, T1112, T1134, T1059.003, T1112, T1562.009, T1490, T1112, T1059.001, T1562.001, T1562.001, T1562.001"
36_C0017,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1087.001, T1059.001, T1082, T1071.001, T1113, T1113, T1113, T1113, T1113, T1113, T1113, T1113, T1566.002, T1071.001, T1134, T1059.003, T1547.001, T1112, T1112, T1490, T1112, T1562.001, T1059.001, T1059.001, T1562.001, T1112, T1112"
37_C0018,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1087.002, T1071.001, T1566.002, T1059.001, T1547.001, T1113, T1005, T1106, T1074.001, T1548.002, T1204.002, T1071.001, T1059.003, T1112, T1059.001, T1071.001, T1059.001, T1562.001, T1112, T1112, T1490, T1562.001"
38_C0040,"T1071.001, T1204.002, T1071.001, T1059.001, T1069.002, T1049, T1547.004, T1106, T1074.001, T1113, T1005, T1071.001, T1134, T1059.003, T1112, T1562.001, T1112, T1112, T1562.001, T1566.002, T1059.001, T1560, T1071.001, T1204.002, T1113, T1059.001, T1562.001, T1112"
39_C0021,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1135, T1069.002, T1049, T1059.003, T1018, T1071.001, T1071.001, T1204.002, T1547.001, T1005, T1106, T1560, T1113, T1134, T1059.003, T1112, T1112, T1562.001, T1490, T1112, T1112"
3_ALPHVBlackcat,"T1071.001, T1566.002, T1204.002, T1071.001, T1018, T1087.001, T1040, T1049, T1071.001, T1204.002, T1059.003, T1053.005, T1059.001, T1113, T1005, T1106, T1074.001, T1059.001, T1566.002, T1059.001, T1059.001, T1071.001, T1134, T1059.001, T1106, T1113, T1071.001, T1566.002, T1071.001, T1548.002, T1071.001, T1071.001, T1059.001, T1562.001, T1112"
40_C0022,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1083, T1083, T1087.001, T1059.001, T1071.001, T1566.002, T1547.001, T1113, T1106, T1074.001, T1005, T1071.001, T1134, T1059.003, T1112, T1112, T1112, T1490, T1059.001, T1204.002, T1204.002, T1071.001, T1204.002, T1059.001, T1562.001, T1562.001, T1112"
41_C0023,"T1071.001, T1204.002, T1071.001, T1049, T1083, T1059.001, T1547.004, T1106, T1074.001, T1005, T1113, T1134, T1059.003, T1112, T1112, T1490, T1112, T1112, T1059.001, T1562.001, T1112, T1112"
42_C0024,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1059.003, T1069.002, T1018, T1057, T1083, T1087.002, T1082, T1057, T1018, T1071.001, T1566.002, T1053.005, T1005, T1106, T1074.001, T1113, T1204.002, T1543.003, T1548.002, T1071.001, T1059.001, T1562.001, T1059.003, T1562.001, T1562.001, T1112, T1562.009, T1112"
43_C0025,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1018, T1071.001, T1105, T1059.001, T1547.004, T1113, T1005, T1059.003, T1112, T1071.001, T1071.001, T1548.002, T1204.002, T1543.003, T1071.001, T1071.001, T1071.001, T1071.001, T1059.003, T1562.009, T1112, T1562.001, T1112, T1059.001, T1562.001, T1562.001"
44_C0026,"T1071.001, T1204.002, T1071.001, T1057, T1059.001, T1135, T1547.004, T1113, T1005, T1106, T1074.001, T1134, T1059.003, T1490, T1112, T1562.001, T1112, T1059.001, T1562.001, T1112, T1562.009, T1112"
45_C0027,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1069.001, T1087.002, T1071.001, T1566.002, T1547.001, T1059.001, T1005, T1113, T1106, T1074.001, T1071.001, T1071.001, T1071.001, T1204.002, T1548.002, T1071.001, T1059.003, T1562.001, T1059.001, T1562.001, T1112, T1112, T1112, T1112"
46_C0028,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1018, T1040, T1018, T1071.001, T1566.002, T1547.001, T1059.001, T1005, T1106, T1074.001, T1113, T1548.002, T1204.002, T1071.001, T1059.003, T1112, T1112, T1112, T1112, T1059.001, T1071.001, T1059.001, T1562.001, T1562.001, T1562.009, T1562.001, T1112"
47_C0029,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1082, T1134, T1071.001, T1566.002, T1059.001, T1547.004, T1113, T1005, T1106, T1074.001, T1059.003, T1562.009, T1562.001, T1112, T1562.001, T1562.001, T1490"
48_C0030,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1124, T1059.003, T1018, T1135, T1071.001, T1566.002, T1547.004, T1113, T1005, T1106, T1074.001, T1204.002, T1059.003, T1548.002, T1071.001, T1059.003, T1112, T1490, T1112, T1112, T1053.005, T1071.001, T1071.001, T1059.001, T1204.002, T1204.002, T1071.001, T1071.001, T1204.002, T1203, T1071.001, T1059.001, T1562.001, T1562.001, T1112"
